geotype,geoid,geoname,gwvoteimp,priority
county,16001,"Ada County, Idaho",53.88,48.69
county,16003,"Adams County, Idaho",46.95,40.81
county,16005,"Bannock County, Idaho",51.73,48.37
county,16007,"Bear Lake County, Idaho",42.19,35.31
county,16009,"Benewah County, Idaho",44.50,39.01
county,16011,"Bingham County, Idaho",42.99,38.68
county,16013,"Blaine County, Idaho",53.92,53.92
county,16015,"Boise County, Idaho",54.71,47.22
county,16017,"Bonner County, Idaho",45.80,41.28
county,16019,"Bonneville County, Idaho",48.01,41.33
county,16021,"Boundary County, Idaho",43.36,37.73
county,16023,"Butte County, Idaho",49.22,39.72
county,16025,"Camas County, Idaho",52.50,46.33
county,16027,"Canyon County, Idaho",50.27,44.05
county,16029,"Caribou County, Idaho",42.71,35.50
county,16031,"Cassia County, Idaho",42.56,39.39
county,16033,"Clark County, Idaho",51.88,48.02
county,16035,"Clearwater County, Idaho",44.34,38.05
county,16037,"Custer County, Idaho",49.92,43.71
county,16039,"Elmore County, Idaho",49.29,42.66
county,16041,"Franklin County, Idaho",41.68,35.52
county,16043,"Fremont County, Idaho",46.76,40.02
county,16045,"Gem County, Idaho",42.98,38.40
county,16047,"Gooding County, Idaho",46.15,42.38
county,16049,"Idaho County, Idaho",43.71,38.13
county,16051,"Jefferson County, Idaho",43.52,37.84
county,16053,"Jerome County, Idaho",46.31,42.28
county,16055,"Kootenai County, Idaho",44.80,44.14
county,16057,"Latah County, Idaho",56.36,52.41
county,16059,"Lemhi County, Idaho",44.31,39.13
county,16061,"Lewis County, Idaho",44.14,39.38
county,16063,"Lincoln County, Idaho",46.84,41.75
county,16065,"Madison County, Idaho",49.16,40.32
county,16067,"Minidoka County, Idaho",43.41,40.12
county,16069,"Nez Perce County, Idaho",47.06,42.23
county,16071,"Oneida County, Idaho",42.36,36.03
county,16073,"Owyhee County, Idaho",44.51,41.45
county,16075,"Payette County, Idaho",39.80,37.21
county,16077,"Power County, Idaho",47.20,43.72
county,16079,"Shoshone County, Idaho",43.21,38.37
county,16081,"Teton County, Idaho",52.60,51.92
county,16083,"Twin Falls County, Idaho",46.67,41.84
county,16085,"Valley County, Idaho",49.05,45.62
county,16087,"Washington County, Idaho",46.31,40.87
county,17001,"Adams County, Illinois",49.20,46.12
county,17003,"Alexander County, Illinois",44.91,46.18
county,17005,"Bond County, Illinois",48.33,40.96
county,17007,"Boone County, Illinois",49.69,50.93
county,17009,"Brown County, Illinois",51.17,46.86
county,17011,"Bureau County, Illinois",50.98,45.02
county,17013,"Calhoun County, Illinois",46.77,41.62
county,17015,"Carroll County, Illinois",44.33,42.24
county,17017,"Cass County, Illinois",51.37,47.56
county,17019,"Champaign County, Illinois",57.48,56.69
county,17021,"Christian County, Illinois",49.43,34.57
county,17023,"Clark County, Illinois",44.29,38.85
county,17025,"Clay County, Illinois",43.84,37.51
county,17027,"Clinton County, Illinois",50.81,43.18
county,17029,"Coles County, Illinois",46.18,43.17
county,17031,"Cook County, Illinois",65.09,65.63
county,17033,"Crawford County, Illinois",49.60,40.20
county,17035,"Cumberland County, Illinois",44.49,39.19
county,17037,"Dekalb County, Illinois",54.10,51.85
county,17039,"De Witt County, Illinois",43.90,41.60
county,17041,"Douglas County, Illinois",46.76,43.04
county,17043,"Dupage County, Illinois",57.25,57.20
county,17045,"Edgar County, Illinois",41.82,37.38
county,17047,"Edwards County, Illinois",42.59,37.69
county,17049,"Effingham County, Illinois",44.92,39.97
county,17051,"Fayette County, Illinois",43.70,39.32
county,17053,"Ford County, Illinois",46.12,41.72
county,17055,"Franklin County, Illinois",46.00,41.78
county,17057,"Fulton County, Illinois",46.06,42.06
county,17059,"Gallatin County, Illinois",44.33,39.67
county,17061,"Greene County, Illinois",45.93,41.76
county,17063,"Grundy County, Illinois",45.63,43.28
county,17065,"Hamilton County, Illinois",41.76,38.82
county,17067,"Hancock County, Illinois",42.62,37.40
county,17069,"Hardin County, Illinois",42.47,39.16
county,17071,"Henderson County, Illinois",48.09,41.65
county,17073,"Henry County, Illinois",45.37,43.80
county,17075,"Iroquois County, Illinois",46.09,40.32
county,17077,"Jackson County, Illinois",52.93,52.00
county,17079,"Jasper County, Illinois",51.78,31.49
county,17081,"Jefferson County, Illinois",44.80,41.00
county,17083,"Jersey County, Illinois",51.75,42.30
county,17085,"Jo Daviess County, Illinois",46.98,44.68
county,17087,"Johnson County, Illinois",45.89,39.17
county,17089,"Kane County, Illinois",52.27,55.14
county,17091,"Kankakee County, Illinois",51.48,47.68
county,17093,"Kendall County, Illinois",52.99,55.63
county,17095,"Knox County, Illinois",49.76,49.21
county,17097,"Lake County, Illinois",59.89,59.46
county,17099,"Lasalle County, Illinois",46.12,43.21
county,17101,"Lawrence County, Illinois",42.91,39.81
county,17103,"Lee County, Illinois",46.61,44.43
county,17105,"Livingston County, Illinois",43.21,41.02
county,17107,"Logan County, Illinois",46.02,42.79
county,17109,"McDonough County, Illinois",49.51,45.75
county,17111,"McHenry County, Illinois",52.30,50.93
county,17113,"McLean County, Illinois",53.23,53.22
county,17115,"Macon County, Illinois",49.12,46.13
county,17117,"Macoupin County, Illinois",44.95,40.49
county,17119,"Madison County, Illinois",48.03,51.58
county,17121,"Marion County, Illinois",42.59,40.44
county,17123,"Marshall County, Illinois",42.86,39.95
county,17125,"Mason County, Illinois",50.56,36.89
county,17127,"Massac County, Illinois",54.50,34.74
county,17129,"Menard County, Illinois",51.94,45.76
county,17131,"Mercer County, Illinois",53.80,45.70
county,17133,"Monroe County, Illinois",53.40,38.23
county,17135,"Montgomery County, Illinois",47.21,38.17
county,17137,"Morgan County, Illinois",46.20,43.78
county,17139,"Moultrie County, Illinois",46.55,41.97
county,17141,"Ogle County, Illinois",44.82,44.44
county,17143,"Peoria County, Illinois",51.44,52.16
county,17145,"Perry County, Illinois",41.39,39.03
county,17147,"Piatt County, Illinois",51.11,46.53
county,17149,"Pike County, Illinois",45.23,40.28
county,17151,"Pope County, Illinois",43.93,39.99
county,17153,"Pulaski County, Illinois",49.86,47.12
county,17155,"Putnam County, Illinois",44.21,40.40
county,17157,"Randolph County, Illinois",50.10,40.43
county,17159,"Richland County, Illinois",42.50,38.55
county,17161,"Rock Island County, Illinois",49.28,50.14
county,17163,"St. Clair County, Illinois",55.53,54.86
county,17165,"Saline County, Illinois",44.32,40.97
county,17167,"Sangamon County, Illinois",52.04,49.56
county,17169,"Schuyler County, Illinois",43.45,41.09
county,17171,"Scott County, Illinois",43.64,39.27
county,17173,"Shelby County, Illinois",48.93,43.60
county,17175,"Stark County, Illinois",46.92,42.42
county,17177,"Stephenson County, Illinois",48.18,46.89
county,17179,"Tazewell County, Illinois",50.48,41.07
county,17181,"Union County, Illinois",43.66,40.59
county,17183,"Vermilion County, Illinois",45.64,45.97
county,17185,"Wabash County, Illinois",51.89,31.43
county,17187,"Warren County, Illinois",46.75,44.02
county,17189,"Washington County, Illinois",44.15,39.06
county,17191,"Wayne County, Illinois",42.87,37.74
county,17193,"White County, Illinois",49.07,42.74
county,17195,"Whiteside County, Illinois",45.74,45.56
county,17197,"Will County, Illinois",53.48,55.81
county,17199,"Williamson County, Illinois",49.27,44.89
county,17201,"Winnebago County, Illinois",52.57,52.10
county,17203,"Woodford County, Illinois",48.76,43.76
county,18001,"Adams County, Indiana",47.14,42.95
county,18003,"Allen County, Indiana",46.73,47.85
county,18005,"Bartholomew County, Indiana",46.93,44.22
county,18007,"Benton County, Indiana",48.72,41.62
county,18009,"Blackford County, Indiana",45.27,41.18
county,18011,"Boone County, Indiana",52.03,48.56
county,18013,"Brown County, Indiana",45.72,41.39
county,18015,"Carroll County, Indiana",42.92,37.36
county,18017,"Cass County, Indiana",45.98,41.84
county,18019,"Clark County, Indiana",50.68,47.60
county,18021,"Clay County, Indiana",42.60,37.19
county,18023,"Clinton County, Indiana",46.06,41.51
county,18025,"Crawford County, Indiana",44.30,41.18
county,18027,"Daviess County, Indiana",51.94,40.56
county,18029,"Dearborn County, Indiana",54.41,40.44
county,18031,"Decatur County, Indiana",49.84,43.41
county,18033,"Dekalb County, Indiana",47.45,42.93
county,18035,"Delaware County, Indiana",50.21,47.12
county,18037,"DuBois County, Indiana",42.61,39.97
county,18039,"Elkhart County, Indiana",47.74,45.98
county,18041,"Fayette County, Indiana",45.83,42.47
county,18043,"Floyd County, Indiana",51.23,48.44
county,18045,"Fountain County, Indiana",47.14,38.20
county,18047,"Franklin County, Indiana",44.09,41.11
county,18049,"Fulton County, Indiana",43.23,39.84
county,18051,"Gibson County, Indiana",53.27,31.38
county,18053,"Grant County, Indiana",50.40,45.12
county,18055,"Greene County, Indiana",44.85,41.59
county,18057,"Hamilton County, Indiana",54.33,50.92
county,18059,"Hancock County, Indiana",48.41,46.16
county,18061,"Harrison County, Indiana",51.64,38.46
county,18063,"Hendricks County, Indiana",49.40,47.15
county,18065,"Henry County, Indiana",46.09,41.55
county,18067,"Howard County, Indiana",46.45,42.64
county,18069,"Huntington County, Indiana",43.54,39.57
county,18071,"Jackson County, Indiana",43.29,37.77
county,18073,"Jasper County, Indiana",51.35,37.27
county,18075,"Jay County, Indiana",43.74,39.50
county,18077,"Jefferson County, Indiana",52.89,35.69
county,18079,"Jennings County, Indiana",46.06,40.66
county,18081,"Johnson County, Indiana",48.52,42.67
county,18083,"Knox County, Indiana",46.89,35.62
county,18085,"Kosciusko County, Indiana",48.11,42.59
county,18087,"LaGrange County, Indiana",49.56,46.11
county,18089,"Lake County, Indiana",50.38,51.75
county,18091,"Laporte County, Indiana",47.78,44.70
county,18093,"Lawrence County, Indiana",43.12,39.13
county,18095,"Madison County, Indiana",47.41,44.02
county,18097,"Marion County, Indiana",58.97,58.84
county,18099,"Marshall County, Indiana",44.75,44.55
county,18101,"Martin County, Indiana",43.13,38.42
county,18103,"Miami County, Indiana",44.41,41.00
county,18105,"Monroe County, Indiana",59.91,58.55
county,18107,"Montgomery County, Indiana",46.03,40.74
county,18109,"Morgan County, Indiana",49.24,43.08
county,18111,"Newton County, Indiana",43.67,39.48
county,18113,"Noble County, Indiana",48.07,43.59
county,18115,"Ohio County, Indiana",51.08,32.21
county,18117,"Orange County, Indiana",42.68,38.54
county,18119,"Owen County, Indiana",42.16,39.50
county,18121,"Parke County, Indiana",49.02,40.87
county,18123,"Perry County, Indiana",47.43,38.11
county,18125,"Pike County, Indiana",56.40,34.10
county,18127,"Porter County, Indiana",50.82,45.73
county,18129,"Posey County, Indiana",44.79,36.34
county,18131,"Pulaski County, Indiana",45.57,41.50
county,18133,"Putnam County, Indiana",46.08,41.29
county,18135,"Randolph County, Indiana",44.07,40.01
county,18137,"Ripley County, Indiana",43.74,39.58
county,18139,"Rush County, Indiana",41.23,38.37
county,18141,"St. Joseph County, Indiana",53.93,51.52
county,18143,"Scott County, Indiana",49.35,43.31
county,18145,"Shelby County, Indiana",44.21,39.52
county,18147,"Spencer County, Indiana",53.95,32.76
county,18149,"Starke County, Indiana",43.14,40.00
county,18151,"Steuben County, Indiana",49.01,42.81
county,18153,"Sullivan County, Indiana",57.09,35.52
county,18155,"Switzerland County, Indiana",59.28,37.00
county,18157,"Tippecanoe County, Indiana",51.80,48.33
county,18159,"Tipton County, Indiana",43.67,38.78
county,18161,"Union County, Indiana",47.40,41.83
county,18163,"Vanderburgh County, Indiana",48.22,47.14
county,18165,"Vermillion County, Indiana",55.70,34.60
county,18167,"Vigo County, Indiana",52.12,46.78
county,18169,"Wabash County, Indiana",42.82,37.04
county,18171,"Warren County, Indiana",46.54,40.65
county,18173,"Warrick County, Indiana",51.85,42.80
county,18175,"Washington County, Indiana",45.55,40.45
county,18177,"Wayne County, Indiana",45.75,41.76
county,18179,"Wells County, Indiana",42.13,37.35
county,18181,"White County, Indiana",45.15,40.54
county,18183,"Whitley County, Indiana",46.79,42.11
county,19001,"Adair County, Iowa",42.16,39.02
county,19003,"Adams County, Iowa",51.94,47.01
county,19005,"Allamakee County, Iowa",47.60,41.79
county,19007,"Appanoose County, Iowa",41.05,39.64
county,19009,"Audubon County, Iowa",47.19,43.42
county,19011,"Benton County, Iowa",46.63,44.23
county,19013,"Black Hawk County, Iowa",50.52,50.69
county,19015,"Boone County, Iowa",44.45,43.25
county,19017,"Bremer County, Iowa",46.98,44.07
county,19019,"Buchanan County, Iowa",44.08,42.65
county,19021,"Buena Vista County, Iowa",51.27,48.44
county,19023,"Butler County, Iowa",41.60,39.08
county,19025,"Calhoun County, Iowa",44.57,41.10
county,19027,"Carroll County, Iowa",41.43,39.24
county,19029,"Cass County, Iowa",48.40,43.82
county,19031,"Cedar County, Iowa",43.19,41.18
county,19033,"Cerro Gordo County, Iowa",46.84,46.94
county,19035,"Cherokee County, Iowa",45.79,42.16
county,19037,"Chickasaw County, Iowa",45.12,41.82
county,19039,"Clarke County, Iowa",44.79,43.62
county,19041,"Clay County, Iowa",46.03,42.21
county,19043,"Clayton County, Iowa",48.32,43.30
county,19045,"Clinton County, Iowa",45.42,42.29
county,19047,"Crawford County, Iowa",48.01,46.04
county,19049,"Dallas County, Iowa",51.38,52.89
county,19051,"Davis County, Iowa",48.04,44.37
county,19053,"Decatur County, Iowa",46.19,43.13
county,19055,"Delaware County, Iowa",48.93,45.06
county,19057,"Des Moines County, Iowa",45.23,44.98
county,19059,"Dickinson County, Iowa",44.20,41.81
county,19061,"Dubuque County, Iowa",47.40,45.69
county,19063,"Emmet County, Iowa",44.21,42.09
county,19065,"Fayette County, Iowa",43.82,42.26
county,19067,"Floyd County, Iowa",44.21,41.86
county,19069,"Franklin County, Iowa",43.95,41.42
county,19071,"Fremont County, Iowa",53.16,34.51
county,19073,"Greene County, Iowa",46.51,43.89
county,19075,"Grundy County, Iowa",46.37,44.82
county,19077,"Guthrie County, Iowa",43.57,41.68
county,19079,"Hamilton County, Iowa",42.57,39.92
county,19081,"Hancock County, Iowa",45.72,42.53
county,19083,"Hardin County, Iowa",43.59,40.74
county,19085,"Harrison County, Iowa",44.67,40.96
county,19087,"Henry County, Iowa",42.70,41.48
county,19089,"Howard County, Iowa",45.32,42.78
county,19091,"Humboldt County, Iowa",43.94,40.37
county,19093,"Ida County, Iowa",44.91,40.41
county,19095,"Iowa County, Iowa",45.33,43.62
county,19097,"Jackson County, Iowa",46.01,44.02
county,19099,"Jasper County, Iowa",46.43,45.62
county,19101,"Jefferson County, Iowa",51.93,51.41
county,19103,"Johnson County, Iowa",57.97,59.63
county,19105,"Jones County, Iowa",46.86,44.35
county,19107,"Keokuk County, Iowa",46.80,42.60
county,19109,"Kossuth County, Iowa",44.64,41.47
county,19111,"Lee County, Iowa",43.76,42.40
county,19113,"Linn County, Iowa",53.00,50.19
county,19115,"Louisa County, Iowa",47.59,42.73
county,19117,"Lucas County, Iowa",40.98,38.15
county,19119,"Lyon County, Iowa",43.34,37.83
county,19121,"Madison County, Iowa",45.28,42.72
county,19123,"Mahaska County, Iowa",42.05,38.85
county,19125,"Marion County, Iowa",42.40,41.65
county,19127,"Marshall County, Iowa",49.11,48.31
county,19129,"Mills County, Iowa",55.92,37.32
county,19131,"Mitchell County, Iowa",46.33,43.13
county,19133,"Monona County, Iowa",43.01,39.79
county,19135,"Monroe County, Iowa",45.33,38.62
county,19137,"Montgomery County, Iowa",42.21,39.71
county,19139,"Muscatine County, Iowa",46.06,42.85
county,19141,"O'brien County, Iowa",41.30,38.04
county,19143,"Osceola County, Iowa",44.62,39.76
county,19145,"Page County, Iowa",46.37,43.38
